,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.06993155479431153,0.010406869617877441,0.0015928983688354493,0.000290009157885346,1e-05,{'C': 1e-05},0.7872727272727272,0.8016682113067656,0.8119266055045872,0.8080255357957136,0.814504881450488,0.8048439683278994,0.8093922651933702,0.8293370944992948,0.8029602220166513,0.8009090909090909,0.807081365591697,0.010305963443479256,8
1,0.05679123401641846,0.002135997122580689,0.001497507095336914,0.00016843269470807879,0.0001,{'C': 0.0001},0.8160401002506266,0.8291203235591506,0.8263236021771401,0.8328416912487709,0.8312468703054582,0.8276563294356889,0.8368580060422962,0.8396560445118866,0.8228228228228229,0.8214990138067061,0.8284052357528393,0.006804507563136593,6
2,0.09637734889984131,0.005641279827944202,0.0014184474945068359,2.6585157635125978e-05,0.001,{'C': 0.001},0.8232217573221757,0.8342133051742345,0.8304997424008242,0.8335046248715314,0.833852544132918,0.8338624338624339,0.8400208441896821,0.8393511250654109,0.8299531981279251,0.8342798141455859,0.8332749651186162,0.004526769103547064,1
3,0.5652193069458008,0.04841829813470207,0.0016867160797119141,0.0003841711622876478,0.01,{'C': 0.01},0.8222923238696108,0.8301486199575371,0.833160621761658,0.8298969072164949,0.8342916884474648,0.8325358851674641,0.8412197686645636,0.8371112282551396,0.8295752490823283,0.8356661482633488,0.8325884833823496,0.004858132674092206,5
4,5.361945104598999,0.47640945934638057,0.0015508890151977538,7.891759050610639e-05,0.1,{'C': 0.1},0.8231578947368421,0.8295273499734466,0.8325557283566615,0.8297213622291022,0.8330716902145473,0.8329787234042553,0.8416622830089426,0.8394931362196408,0.8307045215562565,0.8354955889984432,0.8328354405155061,0.0049836168475291855,3
5,16.356869316101076,0.716340155023506,0.001679062843322754,9.080726453958814e-05,1,{'C': 1},0.8231578947368421,0.8299681190223167,0.8325557283566615,0.8295454545454546,0.8335078534031415,0.8329787234042553,0.8416622830089426,0.8394931362196408,0.8307045215562565,0.8354955889984432,0.832905575075581,0.004971050671547554,2
6,17.12926607131958,0.10288726421370502,0.0016771793365478516,0.00010029474768258249,10,{'C': 10},0.8255139694254086,0.8318302387267905,0.8328141225337486,0.8295454545454546,0.8328968046097432,0.8314726209463051,0.8407777193904362,0.8361522198731501,0.8317560462670873,0.8348097967691506,0.8327560266756934,0.003826327925362089,4
7,19.88209464550018,0.30955434883947675,0.001714468002319336,0.00021527822055569698,100,{'C': 100},0.8052208835341366,0.8084886128364389,0.8262626262626261,0.8286004056795133,0.8311688311688312,0.8153926157046283,0.8215593929879644,0.7886685552407933,0.8325837081459271,0.8177777777777777,0.8175700513391726,0.013032361948600543,7
8,20.696393656730653,0.4046787008374144,0.0016772985458374024,3.9543207389064645e-05,1000,{'C': 1000},0.7728882144663632,0.7858942065491185,0.7072243346007604,0.7609126984126983,0.7757743874248729,0.815678954736351,0.7507692307692309,0.7040431266846361,0.78206962327134,0.7568134171907757,0.7612107041341988,0.03266382008103669,10
9,20.845918393135072,0.19900833320414782,0.0016993284225463867,7.304775254189136e-05,10000,{'C': 10000},0.7595712098009189,0.7571206628689797,0.785904965296316,0.761113825109917,0.787908337396392,0.7331887201735359,0.7985685071574643,0.7735849056603773,0.7713871435476075,0.7489559164733178,0.7677284145454462,0.018719159454073996,9
