,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,15.704700469970703,1.7246625568316487,4.899720907211304,0.6811543017398496,1e-05,1e-05,poly,"{'C': 1e-05, 'gamma': 1e-05, 'kernel': 'poly'}",0.6670941541092231,0.6666666666666666,0.6666666666666666,0.6668091777015116,0.00020152489367166243,207
1,22.197480758031208,0.4544338663820349,6.757057269414266,0.3358208156266563,1e-05,1e-05,rbf,"{'C': 1e-05, 'gamma': 1e-05, 'kernel': 'rbf'}",0.6819578577699736,0.6675935828877005,0.6674510642849503,0.6723346899019061,0.006805401097555776,175
2,23.064905643463135,0.6014519547338527,7.47889773050944,0.06254292498987957,1e-05,1e-05,sigmoid,"{'C': 1e-05, 'gamma': 1e-05, 'kernel': 'sigmoid'}",0.6820974111452391,0.6675221901400921,0.6673796791443851,0.67233362257445,0.006904839307862415,180
3,17.08872167269389,0.5634818291966269,5.437690814336141,0.07303860100170699,1e-05,0.0001,poly,"{'C': 1e-05, 'gamma': 0.0001, 'kernel': 'poly'}",0.6670941541092231,0.6666666666666666,0.6666666666666666,0.6668091777015116,0.00020152489367166243,207
4,20.725356499354046,0.6777058549965579,6.6265207926432295,0.2023185310759402,1e-05,0.0001,rbf,"{'C': 1e-05, 'gamma': 0.0001, 'kernel': 'rbf'}",0.6831628725393161,0.6691680960548886,0.6693141569174627,0.6738821963859214,0.006563225638659082,168
5,22.175398588180542,0.8728494225320459,8.024277846018473,0.18945710270180072,1e-05,0.0001,sigmoid,"{'C': 1e-05, 'gamma': 0.0001, 'kernel': 'sigmoid'}",0.6820974111452391,0.6675221901400921,0.6673796791443851,0.67233362257445,0.006904839307862415,180
6,17.75804615020752,0.33504982690916846,5.528257131576538,0.0471367218544507,1e-05,0.001,poly,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'poly'}",0.6670941541092231,0.6666666666666666,0.6666666666666666,0.6668091777015116,0.00020152489367166243,207
7,20.343571027119953,0.6552356255360517,6.661504824956258,0.16930428362757857,1e-05,0.001,rbf,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'rbf'}",0.7001921121030625,0.6997288748305468,0.7030948872009977,0.7010050681784776,0.0014895437953327617,153
8,21.997111320495605,0.6270414579162931,7.932550350824992,0.08973976039150118,1e-05,0.001,sigmoid,"{'C': 1e-05, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.6821722435545804,0.6675935828877005,0.6673796791443851,0.6723823694997694,0.006923591610324885,172
9,17.44243923823039,0.8468002909445289,5.594343185424805,0.11641597745524102,1e-05,0.01,poly,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'poly'}",0.6670941541092231,0.6666666666666666,0.6666666666666666,0.6668091777015116,0.00020152489367166243,207
10,20.135802110036213,0.5024331634013814,6.620548168818156,0.05741177748516437,1e-05,0.01,rbf,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'rbf'}",0.7851832182687202,0.7897041263102029,0.7874601487778959,0.7874491632789847,0.0018457678886551988,118
11,22.48427430788676,0.26495631642342676,7.995447158813477,0.21755598728914727,1e-05,0.01,sigmoid,"{'C': 1e-05, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6876384581302614,0.672923408845739,0.6729294892560198,0.6778309755726211,0.006935493439878376,162
12,17.216824928919475,0.9500609894264381,5.585610866546631,0.11403555062133332,1e-05,0.1,poly,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'poly'}",0.675546891921161,0.6752488100389442,0.6746675316250406,0.6751544632009843,0.0003651350134453653,164
13,20.950775225957234,0.6163620728901761,6.70776089032491,0.17411795370413805,1e-05,0.1,rbf,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'rbf'}",0.4495322501230921,0.5334883720930232,0.5243987858977351,0.5024707940544146,0.03761965709138174,278
14,26.350954214731853,0.7830080720381642,9.654730399449667,0.2535807057572978,1e-05,0.1,sigmoid,"{'C': 1e-05, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.7706830995148815,0.7751371115173674,0.7746331236897275,0.7734843222114502,0.0019915784303084594,132
15,10.06481647491455,0.10362947664318378,3.0366718769073486,0.034948928815259794,1e-05,1,poly,"{'C': 1e-05, 'gamma': 1, 'kernel': 'poly'}",0.8623308022449653,0.8643315244203255,0.8596985257578268,0.8621205428206358,0.0018971987249084357,79
16,16.92670687039693,0.6358351050999281,6.722961902618408,0.2058838895729988,1e-05,1,rbf,"{'C': 1e-05, 'gamma': 1, 'kernel': 'rbf'}",0.14226190476190478,0.19803695150115475,0.22171558848674836,0.18733447623111127,0.03330724278376202,292
17,27.27588677406311,0.1707631676544399,9.761999924977621,0.1648720950557016,1e-05,1,sigmoid,"{'C': 1e-05, 'gamma': 1, 'kernel': 'sigmoid'}",0.7773747144968426,0.7816122944189808,0.7820911673204383,0.7803592070995571,0.0021195587948575696,130
18,49.57269303003947,5.93691662459589,0.8716678619384766,0.006727234761328982,1e-05,10,poly,"{'C': 1e-05, 'gamma': 10, 'kernel': 'poly'}",0.9296290642649976,0.9333735302984625,0.9359769940971697,0.9329928775064866,0.002605405256346808,14
19,17.938317855199177,0.6118715853815525,7.931032021840413,0.20062124095812933,1e-05,10,rbf,"{'C': 1e-05, 'gamma': 10, 'kernel': 'rbf'}",0.6679507758159443,0.6178033658104517,0.37542306690965893,0.5537447815396408,0.12772389965405342,273
