,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.007957887649536134,0.0017602367735513737,0.0017659187316894532,0.00036092876411352793,1e-05,{'C': 1e-05},0.8304498269896193,0.7682119205298013,0.7762237762237763,0.7973421926910299,0.7811447811447813,0.7864406779661016,0.7733333333333333,0.7891156462585034,0.7832167832167831,0.7971530249110319,0.7882601166666405,0.016717934311152656,7
1,0.007747197151184082,0.0014094793394006794,0.0013730049133300782,0.00041287770513355514,0.0001,{'C': 0.0001},0.8450704225352114,0.7916666666666667,0.81294964028777,0.8027210884353742,0.7985865724381624,0.8,0.7665505226480837,0.8070175438596492,0.8074074074074075,0.8120300751879699,0.804391470313054,0.018592959533059835,6
2,0.01020817756652832,0.0013333011868777072,0.0015239477157592773,0.00015391500777370227,0.001,{'C': 0.001},0.8539325842696629,0.7923076923076923,0.8185328185328186,0.8104089219330854,0.8045977011494253,0.8014440433212996,0.8045112781954887,0.830188679245283,0.8181818181818181,0.8148148148148147,0.8148894610263839,0.01646578193996068,1
3,0.030131316184997557,0.0038108989304406317,0.0010172128677368164,0.00010614727433633682,0.01,{'C': 0.01},0.8549618320610687,0.7840000000000001,0.844621513944223,0.8075471698113208,0.8046875,0.7894736842105262,0.8122605363984675,0.8352490421455938,0.7999999999999999,0.8050847457627119,0.8138066252371605,0.02231786756710153,2
4,0.26860761642456055,0.05301822405381269,0.0009969234466552734,1.6895855209362213e-05,0.1,{'C': 0.1},0.8549618320610687,0.7661290322580646,0.844621513944223,0.8075471698113208,0.8046875,0.7846153846153846,0.8108108108108107,0.8262548262548263,0.7999999999999999,0.7999999999999999,0.8099787730123899,0.02509350982020541,5
5,1.225213313102722,0.008740476075392974,0.0012053489685058595,8.271332582409713e-05,1,{'C': 1},0.8549618320610687,0.7661290322580646,0.844621513944223,0.8075471698113208,0.8046875,0.7846153846153846,0.8171206225680934,0.8262548262548263,0.7999999999999999,0.7999999999999999,0.8106107653758997,0.02518579473958496,4
6,1.250563955307007,0.0057331240020686075,0.0012130260467529297,8.606968824026585e-05,10,{'C': 10},0.8549618320610687,0.7661290322580646,0.8399999999999999,0.8106060606060607,0.8078431372549019,0.7799227799227799,0.8171206225680934,0.8262548262548263,0.7999999999999999,0.8068669527896997,0.8109826029740762,0.02485959601527257,3
7,1.3278374195098877,0.026559080994212867,0.0012905359268188476,8.366416404736154e-05,100,{'C': 100},0.8212927756653993,0.7622641509433963,0.8638132295719845,0.8014981273408239,0.8153846153846154,0.7053941908713692,0.7804878048780488,0.7410714285714286,0.70995670995671,0.7932489451476793,0.7794858106060317,0.04786984322896031,8
8,1.3389894485473632,0.007064350232130716,0.0012526988983154296,9.367057879270837e-05,1000,{'C': 1000},0.8131868131868133,0.7407407407407408,0.7430830039525692,0.7676056338028169,0.7894736842105262,0.6172839506172839,0.7573529411764706,0.7651515151515151,0.787878787878788,0.6603773584905661,0.7442456310133349,0.05744994384528778,9
9,1.347493863105774,0.01259553738589153,0.0013595342636108399,0.00034140596579843323,10000,{'C': 10000},0.6741573033707865,0.7649402390438246,0.7580645161290323,0.7720588235294118,0.5903083700440529,0.5811965811965812,0.7573529411764706,0.7518796992481204,0.6920152091254754,0.7154471544715446,0.7057453063327849,0.06754242934222222,10
